Disclosure Date,Project Number,Project Name,Project URL,Country,IFC Country Code,IFC Region,Business Line,Estimated Total Budget ($),Department,Status,IFC Approval Date,Projected Start Date,WB Country Code,As of Date
"Jan 17, 2017",601276,Madagascar Solar,https://disclosures.ifc.org/project-detail/AS/601276/madagascar-solar,Madagascar,MAG,Africa,Cross-Industry Advisory Services,2386658,,Hold,"Mar 18, 2016","Mar 21, 2016",MG,"October 11, 2022 02:11 AM"
"Jan 10, 2017",600986,Afriland First Bank,https://disclosures.ifc.org/project-detail/AS/600986/afriland-first-bank,Cameroon,CAM,Africa,Financial Institutions Group,582433,,Completed,"Sep 22, 2015","Jan 11, 2016",CM,"October 11, 2022 02:11 AM"
"Jan 09, 2017",600999,Myanmar Oriental Bank,https://disclosures.ifc.org/project-detail/AS/600999/myanmar-oriental-bank,Myanmar,BUA,East Asia and the Pacific,Financial Institutions Group,1000000,,Completed,"Feb 04, 2016","Apr 01, 2016",MM,"October 11, 2022 02:11 AM"
"Jan 09, 2017",601503,AFR Competition,https://disclosures.ifc.org/project-detail/AS/601503/afr-competition,Africa Region,AFR,Africa,Trade and Competitiveness,,,Active,"Dec 22, 2016","Jan 01, 2017",3A,"October 11, 2022 02:11 AM"
"Jan 09, 2017",600717,AIFL Rwanda,https://disclosures.ifc.org/project-detail/AS/600717/aifl-rwanda,Rwanda,RWA,Africa,"Manufacturing, Agribusiness & Services",1493982,,Completed,"Feb 17, 2016","Jan 21, 2016",RW,"October 11, 2022 02:11 AM"
"Jan 09, 2017",601414,BDO Solar Investments,https://disclosures.ifc.org/project-detail/AS/601414/bdo-solar-investments,Philippines,PHL,East Asia and the Pacific,Financial Institutions Group,117000,,Completed,"Nov 26, 2015","Jan 01, 2016",PH,"October 11, 2022 02:11 AM"
"Jan 09, 2017",600423,Punjab IC,https://disclosures.ifc.org/project-detail/AS/600423/punjab-ic,Pakistan,PAK,Middle East,Trade and Competitiveness,1550000,,Completed,"Oct 22, 2015","Aug 01, 2015",PK,"October 11, 2022 02:11 AM"
"Jan 06, 2017",601400,IB KAGOME,https://disclosures.ifc.org/project-detail/AS/601400/ib-kagome,World Region,WLD,Global,Other,160000,,Completed,"Dec 14, 2015","Dec 11, 2015",99,"October 11, 2022 02:11 AM"
"Jan 06, 2017",600637,Myanmar Hydro,https://disclosures.ifc.org/project-detail/AS/600637/myanmar-hydro,Myanmar,BUA,East Asia and the Pacific,"Environment, Social and Governance",2837282,,Completed,"Dec 15, 2015","Jan 01, 2016",MM,"October 11, 2022 02:11 AM"
"Jan 06, 2017",601717,Amen Bank IRM,https://disclosures.ifc.org/project-detail/AS/601717/amen-bank-irm,Tunisia,TUN,Africa,Financial Institutions Group,100000,,Completed,"Jul 10, 2016","Jul 11, 2016",TN,"October 11, 2022 02:11 AM"
"Jan 06, 2017",600525,Lao Secured Transactions,https://disclosures.ifc.org/project-detail/AS/600525/lao-secured-transactions,Lao People's Democratic Republic,LAO,East Asia and the Pacific,Finance and Markets,975288,,Completed,"Jan 29, 2016","Jan 01, 2016",LA,"October 11, 2022 02:11 AM"
"Jan 06, 2017",599995,NRSP MF Bank,https://disclosures.ifc.org/project-detail/AS/599995/nrsp-mf-bank,Pakistan,PAK,Middle East,Financial Institutions Group,240000,,Completed,"Oct 02, 2015","Oct 01, 2015",PK,"October 11, 2022 02:11 AM"
"Dec 10, 2016",601450,Sao Paulo Roads,https://disclosures.ifc.org/project-detail/AS/601450/sao-paulo-roads,Brazil,BRA,Latin America and the Caribbean,Cross-Industry Advisory Services,,,Active,"Mar 03, 2016","Feb 29, 2016",BR,"October 11, 2022 02:11 AM"
"Dec 10, 2016",601615,Syngenta Academy,https://disclosures.ifc.org/project-detail/AS/601615/syngenta-academy,Indonesia,INS,East Asia and the Pacific,"Manufacturing, Agribusiness & Services",144814,,Completed,"May 15, 2016","May 30, 2016",ID,"October 11, 2022 02:11 AM"
"Dec 05, 2016",601502,South Indian Bank (SIB),https://disclosures.ifc.org/project-detail/AS/601502/south-indian-bank-(sib),India,IND,South Asia,Financial Institutions Group,1480000,,Completed,"Feb 11, 2016","Feb 08, 2016",IN,"October 11, 2022 02:11 AM"
"Dec 01, 2016",600248,KTDA AS,https://disclosures.ifc.org/project-detail/AS/600248/ktda-as,Kenya,KEN,Africa,"Manufacturing, Agribusiness & Services",2762760,,Active,"Feb 12, 2016","Jan 01, 2016",KE,"October 11, 2022 02:11 AM"
"Nov 28, 2016",601733,Self Help Group CIB,https://disclosures.ifc.org/project-detail/AS/601733/self-help-group-cib,India,IND,South Asia,Finance and Markets,819000,,Completed,"Nov 11, 2016",,IN,"October 11, 2022 02:11 AM"
"Nov 21, 2016",601329,Cargill Telcar,https://disclosures.ifc.org/project-detail/AS/601329/cargill-telcar,Cameroon,CAM,Africa,"Manufacturing, Agribusiness & Services",844519,,Completed,"Feb 29, 2016",,CM,"October 11, 2022 02:11 AM"
"Nov 16, 2016",600756,Financial Inclusion Bhutan,https://disclosures.ifc.org/project-detail/AS/600756/financial-inclusion-bhutan,Bhutan,BHU,South Asia,Finance and Markets,1056669,,Completed,"Apr 22, 2016",,BT,"October 11, 2022 02:11 AM"
"Nov 16, 2016",600956,Fransabank RM,https://disclosures.ifc.org/project-detail/AS/600956/fransabank-rm,Lebanon,LEB,Middle East,Financial Institutions Group,47000,,Completed,"Apr 07, 2015",,LB,"October 11, 2022 02:11 AM"
"Nov 16, 2016",601008,CPA SME Banking,https://disclosures.ifc.org/project-detail/AS/601008/cpa-sme-banking,Algeria,ALG,Africa,Financial Institutions Group,1200000,,Active,"Dec 14, 2015",,DZ,"October 11, 2022 02:11 AM"
"Nov 16, 2016",601046,APAP SME,https://disclosures.ifc.org/project-detail/AS/601046/apap-sme,Dominican Republic,DOM,Latin America and the Caribbean,Financial Institutions Group,460248,,Completed,"Jul 28, 2015",,DO,"October 11, 2022 02:11 AM"
"Nov 16, 2016",601066,Indonesia Responsible Finance,https://disclosures.ifc.org/project-detail/AS/601066/indonesia-responsible-finance,Indonesia,INS,East Asia and the Pacific,Finance and Markets,1638726,,Active,"Nov 20, 2015",,ID,"October 11, 2022 02:11 AM"
"Nov 16, 2016",601179,Water Resource Group East Asia,https://disclosures.ifc.org/project-detail/AS/601179/water-resource-group-east-asia,Mongolia,MNG,East Asia and the Pacific,Cross-Industry Advisory Services,3075000,,Completed,"Jan 14, 2016",,MN,"October 11, 2022 02:11 AM"
"Nov 16, 2016",601340,Sustainable Energy Finance (EAP),https://disclosures.ifc.org/project-detail/AS/601340/sustainable-energy-finance-(eap),Philippines,PHL,East Asia and the Pacific,Financial Institutions Group,1286855,,Active,"Dec 08, 2015",,PH,"October 11, 2022 02:11 AM"
"Nov 16, 2016",601496,Vietnam International Commercial Joint Stock Bank Advisory,https://disclosures.ifc.org/project-detail/AS/601496/vietnam-international-commercial-joint-stock-bank-advisory,Vietnam,VNM,East Asia and the Pacific,Financial Institutions Group,325000,,Completed,"Mar 03, 2016",,VN,"October 11, 2022 02:11 AM"
"Nov 14, 2016",601067,ECA Energy&Water,https://disclosures.ifc.org/project-detail/AS/601067/eca-energy&water,Turkiye,,Europe,Cross-Industry Advisory Services,4285583,,Completed,"Jan 27, 2016","Jan 27, 2016",,"October 11, 2022 02:11 AM"
"Oct 04, 2016",601427,FIG HaitiLeasing,https://disclosures.ifc.org/project-detail/AS/601427/fig-haitileasing,Haiti,HAI,Latin America and the Caribbean,Financial Institutions Group,,,Active,"Feb 01, 2016",,HT,"October 11, 2022 02:11 AM"
"Oct 04, 2016",601629,Sri Lanka Water,https://disclosures.ifc.org/project-detail/AS/601629/sri-lanka-water,Sri Lanka,SRI,South Asia,Cross-Industry Advisory Services,710500,,Hold,"Jul 21, 2016",,LK,"October 11, 2022 02:11 AM"
"Sep 21, 2016",600641,Turkey Green Building & Zones,https://disclosures.ifc.org/project-detail/AS/600641/turkey-green-building-&-zones,Turkiye,,Europe,Finance and Markets,1200000,,Completed,"Dec 23, 2015",,,"October 11, 2022 02:11 AM"
"Sep 21, 2016",601598,Albania Energy Market,https://disclosures.ifc.org/project-detail/AS/601598/albania-energy-market,Albania,ALB,Europe,Cross-Industry Advisory Services,486000,,Active,"May 16, 2016",,AL,"October 11, 2022 02:11 AM"
"Sep 14, 2016",600664,Investment Climate Reform Project,https://disclosures.ifc.org/project-detail/AS/600664/investment-climate-reform-project,Ukraine,UKR,Europe,Trade and Competitiveness,3325000,,Completed,"Jan 06, 2016",,UA,"October 11, 2022 02:11 AM"
"Sep 12, 2016",601449,AGL Hydro AS,https://disclosures.ifc.org/project-detail/AS/601449/agl-hydro-as,Georgia,GEO,Europe,Infrastructure and Natural Resources,124255,,Completed,"Feb 05, 2016",,GE,"October 11, 2022 02:11 AM"
"Sep 06, 2016",601624,PRAN Food Safety,https://disclosures.ifc.org/project-detail/AS/601624/pran-food-safety,Bangladesh,BAN,South Asia,"Manufacturing, Agribusiness & Services",351000,,Active,"Jul 20, 2016",,BD,"October 11, 2022 02:11 AM"
"Aug 25, 2016",600378,Nepal ESRM,https://disclosures.ifc.org/project-detail/AS/600378/nepal-esrm,Nepal,NEP,South Asia,Finance and Markets,313889,,Completed,"Jun 28, 2016",,NP,"October 11, 2022 02:11 AM"
"Aug 25, 2016",600972,TechEmerge,https://disclosures.ifc.org/project-detail/AS/600972/techemerge,India,IND,South Asia,Cross-Industry Advisory Services,2205734,,Completed,"Sep 29, 2015",,IN,"October 11, 2022 02:11 AM"
"Aug 19, 2016",601290,Tanzania Livestock,https://disclosures.ifc.org/project-detail/AS/601290/tanzania-livestock,Tanzania,TAN,Africa,Trade and Competitiveness,2100000,,Completed,"Feb 17, 2016","Jan 04, 2016",,"October 11, 2022 02:11 AM"
"Aug 02, 2016",601342,LAPO Microfinance Bank Phase 2,https://disclosures.ifc.org/project-detail/AS/601342/lapo-microfinance-bank-phase-2,Nigeria,NIR,Africa,Financial Institutions Group,502525,,Completed,"Nov 03, 2015",,NG,"October 11, 2022 02:11 AM"
"Jul 26, 2016",600400,FIG India Financial Inclusion,https://disclosures.ifc.org/project-detail/AS/600400/fig-india-financial-inclusion,India,IND,South Asia,Financial Institutions Group,2680000,,Completed,"Feb 10, 2015",,IN,"October 11, 2022 02:11 AM"
"Jul 26, 2016",601749,Global Food Safety Platform,https://disclosures.ifc.org/project-detail/AS/601749/global-food-safety-platform,World Region,WLD,Global,"Manufacturing, Agribusiness & Services",4447000,,Active,"Jul 01, 2016",,99,"October 11, 2022 02:11 AM"
"Jul 20, 2016",600268,Apurimac Revenue Management,https://disclosures.ifc.org/project-detail/AS/600268/apurimac-revenue-management,Peru,PER,Latin America and the Caribbean,Infrastructure and Natural Resources,4707070,,Completed,"Jun 02, 2015",,PE,"October 11, 2022 02:11 AM"
"Jul 20, 2016",600369,Apurimac Mining Agriculture,https://disclosures.ifc.org/project-detail/AS/600369/apurimac-mining-agriculture,Peru,PER,Latin America and the Caribbean,Infrastructure and Natural Resources,3265486,,Completed,"Jun 02, 2015",,PE,"October 11, 2022 02:11 AM"
"Jul 15, 2016",600870,2030 Water Resources Group LAC,https://disclosures.ifc.org/project-detail/AS/600870/2030-water-resources-group-lac,Peru,PER,Latin America and the Caribbean,Cross-Industry Advisory Services,2570576,,Completed,"Sep 14, 2015",,PE,"October 11, 2022 02:11 AM"
"Jul 14, 2016",600659,EDGESA,https://disclosures.ifc.org/project-detail/AS/600659/edgesa,South Africa,SOU,Africa,Cross-Industry Advisory Services,1055000,,Completed,"Aug 18, 2015",,ZA,"October 11, 2022 02:11 AM"
"Jul 05, 2016",600598,M Free Zone,https://disclosures.ifc.org/project-detail/AS/600598/m-free-zone,Country Name Pending,,Africa,Trade and Competitiveness,900000,,Completed,"Sep 08, 2015",,,"October 11, 2022 02:11 AM"
"Jul 05, 2016",600607,M Investment Climate Reform,https://disclosures.ifc.org/project-detail/AS/600607/m-investment-climate-reform,Country Name Pending,,Africa,Trade and Competitiveness,2121000,,Completed,"Nov 25, 2015",,,"October 11, 2022 02:11 AM"
"Jul 05, 2016",600874,Financial Infrastructure,https://disclosures.ifc.org/project-detail/AS/600874/financial-infrastructure,Bangladesh,BAN,South Asia,Finance and Markets,2032485,,Completed,"Jul 06, 2015",,BD,"October 11, 2022 02:11 AM"
"Jul 05, 2016",601071,Women Mobile Financial Services,https://disclosures.ifc.org/project-detail/AS/601071/women-mobile-financial-services,Bangladesh,BAN,South Asia,Finance and Markets,663000,,Completed,"Sep 24, 2015",,BD,"October 11, 2022 02:11 AM"
"Jul 05, 2016",601296,AMSME NIC Kenya,https://disclosures.ifc.org/project-detail/AS/601296/amsme-nic-kenya,Kenya,KEN,Africa,Financial Institutions Group,198000,,Completed,"Sep 21, 2015",,KE,"October 11, 2022 02:11 AM"
"Jun 30, 2016",600492,Investment Climate Reforms,https://disclosures.ifc.org/project-detail/AS/600492/investment-climate-reforms,Country Name Pending,,Africa,Trade and Competitiveness,650000,,Completed,"May 20, 2015",,,"October 11, 2022 02:11 AM"
"Jun 30, 2016",600883,Iraq Investment Policy and Promotion,https://disclosures.ifc.org/project-detail/AS/600883/iraq-investment-policy-and-promotion,Iraq,IRQ,Middle East,Trade and Competitiveness,1633539,,Completed,"Mar 08, 2016",,IQ,"October 11, 2022 02:11 AM"
"Jun 29, 2016",600031,Afghanistan Business License II,https://disclosures.ifc.org/project-detail/AS/600031/afghanistan-business-license-ii,Afghanistan,AFG,Middle East,Trade and Competitiveness,2000000,,Completed,"Jul 17, 2015",,AF,"October 11, 2022 02:11 AM"
"Jun 28, 2016",600819,Afghanistan Subnational Doing Business,https://disclosures.ifc.org/project-detail/AS/600819/afghanistan-subnational-doing-business,Afghanistan,AFG,Middle East,Trade and Competitiveness,2374833,,Completed,"Jul 17, 2015",,AF,"October 11, 2022 02:11 AM"
"Jun 15, 2016",600192,Mini-grids Project,https://disclosures.ifc.org/project-detail/AS/600192/mini-grids-project,Tanzania,TAN,Africa,Cross-Industry Advisory Services,2000000,,Completed,"May 20, 2015",,,"October 11, 2022 02:11 AM"
"Jun 08, 2016",600830,2030 Water Resources Group Africa,https://disclosures.ifc.org/project-detail/AS/600830/2030-water-resources-group-africa,Kenya,KEN,Africa,Cross-Industry Advisory Services,2450000,,Completed,"Jul 27, 2015",,KE,"October 11, 2022 02:11 AM"
"Jun 08, 2016",600868,Water Resources Group South Asia,https://disclosures.ifc.org/project-detail/AS/600868/water-resources-group-south-asia,India,IND,South Asia,Cross-Industry Advisory Services,3900000,,Completed,"Sep 01, 2015",,IN,"October 11, 2022 02:11 AM"
"May 23, 2016",601458,Commerical Bank in Egypt,https://disclosures.ifc.org/project-detail/AS/601458/commerical-bank-in-egypt,"Egypt, Arab Republic of",EGT,Africa,Financial Institutions Group,,,Completed,,,EG,"October 11, 2022 02:11 AM"
"May 20, 2016",600550,PE Security Inspections,https://disclosures.ifc.org/project-detail/AS/600550/pe-security-inspections,Peru,PER,Latin America and the Caribbean,Trade and Competitiveness,633368,,Active,"Jun 26, 2015",,PE,"October 11, 2022 02:11 AM"
"May 20, 2016",601106,Vietnam Payments,https://disclosures.ifc.org/project-detail/AS/601106/vietnam-payments,Vietnam,VNM,East Asia and the Pacific,Finance and Markets,1300000,,Active,"Jan 06, 2016",,VN,"October 11, 2022 02:11 AM"
"May 10, 2016",600467,Moldova Investment Climate Reform,https://disclosures.ifc.org/project-detail/AS/600467/moldova-investment-climate-reform,Moldova,MDA,Europe,Trade and Competitiveness,3360000,,Active,"Nov 13, 2015",,MD,"October 11, 2022 02:11 AM"
"Apr 20, 2016",600946,Odisha Hospitals,https://disclosures.ifc.org/project-detail/AS/600946/odisha-hospitals,India,IND,South Asia,Cross-Industry Advisory Services,810928,,Active,"Feb 05, 2016",,IN,"October 11, 2022 02:11 AM"
"Apr 04, 2016",601079,Kyivenergo District Heating,https://disclosures.ifc.org/project-detail/AS/601079/kyivenergo-district-heating,Ukraine,UKR,Europe,Cross-Industry Advisory Services,432000,,Completed,"Oct 08, 2015",,UA,"October 11, 2022 02:11 AM"
"Apr 01, 2016",601115,Cities Platform,https://disclosures.ifc.org/project-detail/AS/601115/cities-platform,Turkiye,,Europe,Infrastructure and Natural Resources,2050000,,Completed,"Aug 03, 2015",,,"October 11, 2022 02:11 AM"
"Mar 30, 2016",600338,Investment Climate Reform Program,https://disclosures.ifc.org/project-detail/AS/600338/investment-climate-reform-program,Country Name Pending,,Africa,Trade and Competitiveness,2516603,,Completed,"Feb 01, 2015",,,"October 11, 2022 02:11 AM"
"Mar 30, 2016",600904,Bosnia SN IC,https://disclosures.ifc.org/project-detail/AS/600904/bosnia-sn-ic,Bosnia and Herzegovina,BIH,Europe,Trade and Competitiveness,3252361,,Active,"Oct 22, 2015",,BA,"October 11, 2022 02:11 AM"
"Mar 30, 2016",600950,Project Chime,https://disclosures.ifc.org/project-detail/AS/600950/project-chime,Lebanon,LEB,Middle East,Financial Institutions Group,,,Completed,"May 06, 2015",,LB,"October 11, 2022 02:11 AM"
"Mar 18, 2016",600668,FMPO (Financial Markets Public Outreach,https://disclosures.ifc.org/project-detail/AS/600668/fmpo-(financial-markets-public-outreach,Ukraine,UKR,Europe,Finance and Markets,1081444,,Completed,"Aug 31, 2015",,UA,"October 11, 2022 02:11 AM"
"Mar 18, 2016",601099,Debt Resolution,https://disclosures.ifc.org/project-detail/AS/601099/debt-resolution,Bosnia and Herzegovina,BIH,Europe,Finance and Markets,750000,,Active,"Sep 30, 2015",,BA,"October 11, 2022 02:11 AM"
"Mar 09, 2016",600457,MicroCred Mali,https://disclosures.ifc.org/project-detail/AS/600457/microcred-mali,Mali,MLI,Africa,Financial Institutions Group,880000,,Completed,"Apr 10, 2015",,ML,"October 11, 2022 02:11 AM"
"Mar 09, 2016",600691,MP Solar UMPP,https://disclosures.ifc.org/project-detail/AS/600691/mp-solar-umpp,India,IND,South Asia,Cross-Industry Advisory Services,577019,,Completed,"Jun 03, 2015",,IN,"October 11, 2022 02:11 AM"
"Mar 01, 2016",601095,EDGE LAC Vol,https://disclosures.ifc.org/project-detail/AS/601095/edge-lac-vol,Latin America Region,LAC,Latin America and the Caribbean,Cross-Industry Advisory Services,1500000,,Completed,"Oct 21, 2015",,33,"October 11, 2022 02:11 AM"
"Feb 22, 2016",601277,United Bank Limited SME,https://disclosures.ifc.org/project-detail/AS/601277/united-bank-limited-sme,Pakistan,PAK,Middle East,Financial Institutions Group,550000,,Completed,"Oct 16, 2015",,PK,"October 11, 2022 02:11 AM"
"Feb 22, 2016",593887,Pakistan Dairy,https://disclosures.ifc.org/project-detail/AS/593887/pakistan-dairy,Pakistan,PAK,Middle East,"Manufacturing, Agribusiness & Services",1170900,,Completed,"Jan 16, 2015",,PK,"October 11, 2022 02:11 AM"
"Feb 19, 2016",600084,GBI,https://disclosures.ifc.org/project-detail/AS/600084/gbi,India,IND,South Asia,Cross-Industry Advisory Services,4780000,,Active,"Apr 17, 2015",,IN,"October 11, 2022 02:11 AM"
"Feb 19, 2016",600558,Lighting Kenya 2,https://disclosures.ifc.org/project-detail/AS/600558/lighting-kenya-2,Kenya,KEN,Africa,Cross-Industry Advisory Services,3107500,,Completed,"Feb 12, 2015",,KE,"October 11, 2022 02:11 AM"
"Feb 19, 2016",600563,SSA Index Ins,https://disclosures.ifc.org/project-detail/AS/600563/ssa-index-ins,Mozambique,MOZ,Africa,Finance and Markets,5000000,,Active,"Apr 09, 2015",,MZ,"October 11, 2022 02:11 AM"
"Feb 18, 2016",600796,Jamaica S&S,https://disclosures.ifc.org/project-detail/AS/600796/jamaica-s&s,Jamaica,JAM,Latin America and the Caribbean,"Manufacturing, Agribusiness & Services",1098265,,Active,"Jan 12, 2015",,JM,"October 11, 2022 02:11 AM"
"Feb 12, 2016",600640,Palm Oil Value Chain,https://disclosures.ifc.org/project-detail/AS/600640/palm-oil-value-chain,Colombia,CLM,Latin America and the Caribbean,"Manufacturing, Agribusiness & Services",313833,,Completed,"Jun 26, 2015",,CO,"October 11, 2022 02:11 AM"
"Feb 12, 2016",593267,EAP Corporate Governance,https://disclosures.ifc.org/project-detail/AS/593267/eap-corporate-governance,Philippines,PHL,East Asia and the Pacific,"Environment, Social and Governance",3736586,,Active,"May 13, 2012","Apr 01, 2012",PH,"October 11, 2022 02:11 AM"
"Feb 02, 2016",601381,Diagnostic Center,https://disclosures.ifc.org/project-detail/AS/601381/diagnostic-center,Country Name Pending,,Africa,Pending,,,Completed,"Jan 05, 2016",,,"October 11, 2022 02:11 AM"
"Jan 21, 2016",600663,Agri Insurance,https://disclosures.ifc.org/project-detail/AS/600663/agri-insurance,Sri Lanka,SRI,South Asia,Finance and Markets,930223,,Completed,"Nov 19, 2015",,LK,"October 11, 2022 02:11 AM"
"Jan 21, 2016",601354,NMB Risk Management,https://disclosures.ifc.org/project-detail/AS/601354/nmb-risk-management,Jordan,JOR,Middle East,Financial Institutions Group,370000,,Completed,"Nov 23, 2015",,JO,"October 11, 2022 02:11 AM"
"Dec 11, 2015",601031,Al Bilad SME,https://disclosures.ifc.org/project-detail/AS/601031/al-bilad-sme,Saudi Arabia,SAR,Middle East,Financial Institutions Group,577000,,Completed,"Jul 14, 2015",,SA,"October 11, 2022 02:11 AM"
"Dec 10, 2015",600759,Zanzibar Power,https://disclosures.ifc.org/project-detail/AS/600759/zanzibar-power,Tanzania,TAN,Africa,Cross-Industry Advisory Services,740357,,Completed,"Jan 30, 2015",,,"October 11, 2022 02:11 AM"
"Dec 10, 2015",600770,Jamaica Coffee,https://disclosures.ifc.org/project-detail/AS/600770/jamaica-coffee,Jamaica,JAM,Latin America and the Caribbean,"Manufacturing, Agribusiness & Services",561593,,Completed,"Jan 12, 2015",,JM,"October 11, 2022 02:11 AM"
"Nov 20, 2015",600774,Coffee Sector Intervention,https://disclosures.ifc.org/project-detail/AS/600774/coffee-sector-intervention,Country Name Pending,,Africa,Trade and Competitiveness,1606500,,Completed,"Mar 05, 2015",,,"October 11, 2022 02:11 AM"
"Nov 20, 2015",600786,Investment Climate Reform,https://disclosures.ifc.org/project-detail/AS/600786/investment-climate-reform,Country Name Pending,,Africa,Trade and Competitiveness,3037750,,Completed,"Mar 07, 2015",,,"October 11, 2022 02:11 AM"
"Nov 17, 2015",600329,STEP Egypt,https://disclosures.ifc.org/project-detail/AS/600329/step-egypt,"Egypt, Arab Republic of",EGT,Africa,Trade and Competitiveness,2300000,,Active,"Jul 14, 2015",,EG,"October 11, 2022 02:11 AM"
"Nov 17, 2015",600818,Vietinbank RM,https://disclosures.ifc.org/project-detail/AS/600818/vietinbank-rm,Vietnam,VNM,East Asia and the Pacific,Financial Institutions Group,375000,,Completed,"Apr 22, 2015",,VN,"October 11, 2022 02:11 AM"
"Nov 16, 2015",600985,IC Support to Agricultural Sectors,https://disclosures.ifc.org/project-detail/AS/600985/ic-support-to-agricultural-sectors,Country Name Pending,,Africa,Trade and Competitiveness,1740000,,Completed,"May 15, 2015",,,"October 11, 2022 02:11 AM"
"Nov 16, 2015",599532,Investment Climate Reform Program,https://disclosures.ifc.org/project-detail/AS/599532/investment-climate-reform-program,Country Name Pending,,Africa,Trade and Competitiveness,2598776,,Completed,"May 06, 2015",,,"October 11, 2022 02:11 AM"
"Oct 28, 2015",600783,Improving Government to Business services,https://disclosures.ifc.org/project-detail/AS/600783/improving-government-to-business-services,Country Name Pending,,Africa,Trade and Competitiveness,4218350,,Completed,"Mar 16, 2015",,,"October 11, 2022 02:11 AM"
"Oct 05, 2015",600142,E4E - ICT EG,https://disclosures.ifc.org/project-detail/AS/600142/e4e---ict-eg,"Egypt, Arab Republic of",EGT,Africa,Trade and Competitiveness,,,Completed,,,EG,"October 11, 2022 02:11 AM"
"Oct 05, 2015",600922,Colombia Schools,https://disclosures.ifc.org/project-detail/AS/600922/colombia-schools,Colombia,CLM,Latin America and the Caribbean,Cross-Industry Advisory Services,1743571,,Completed,"Jul 21, 2015",,CO,"October 11, 2022 02:11 AM"
"Sep 29, 2015",601051,Goias Disco,https://disclosures.ifc.org/project-detail/AS/601051/goias-disco,Brazil,BRA,Latin America and the Caribbean,Cross-Industry Advisory Services,2322211,,Completed,"Jul 13, 2015",,BR,"October 11, 2022 02:11 AM"
"Sep 15, 2015",599855,West Bank Buses,https://disclosures.ifc.org/project-detail/AS/599855/west-bank-buses,West Bank and Gaza,XOT,Middle East,Cross-Industry Advisory Services,,,Completed,"Jul 28, 2015",,GZ,"October 11, 2022 02:11 AM"
"Sep 11, 2015",600505,LAC Energy & REF,https://disclosures.ifc.org/project-detail/AS/600505/lac-energy-&-ref,Latin America Region,LAC,Latin America and the Caribbean,Cross-Industry Advisory Services,1525000,,Completed,"Mar 12, 2015",,33,"October 11, 2022 02:11 AM"
"Sep 11, 2015",600579,Bahia Roads,https://disclosures.ifc.org/project-detail/AS/600579/bahia-roads,Brazil,BRA,Latin America and the Caribbean,Cross-Industry Advisory Services,2738762,,Completed,"Dec 05, 2014",,BR,"October 11, 2022 02:11 AM"
"Sep 11, 2015",601182,Zambia Solar,https://disclosures.ifc.org/project-detail/AS/601182/zambia-solar,Zambia,ZAM,Africa,Cross-Industry Advisory Services,1550109,,Completed,"Aug 12, 2015",,ZM,"October 11, 2022 02:11 AM"
"Aug 05, 2015",597367,Pacific Tuna,https://disclosures.ifc.org/project-detail/AS/597367/pacific-tuna,Solomon Islands,SLI,East Asia and the Pacific,"Manufacturing, Agribusiness & Services",1805700,,Completed,"Apr 23, 2014",,SB,"October 11, 2022 02:11 AM"
"Aug 04, 2015",600530,Kenya Investment Policy,https://disclosures.ifc.org/project-detail/AS/600530/kenya-investment-policy,Kenya,KEN,Africa,Trade and Competitiveness,800000,,Completed,"May 08, 2015",,KE,"October 11, 2022 02:11 AM"
"Jul 31, 2015",599800,Advans Cam MCF,https://disclosures.ifc.org/project-detail/AS/599800/advans-cam-mcf,Cameroon,CAM,Africa,Financial Institutions Group,1333287,,Completed,"Mar 04, 2015",,CM,"October 11, 2022 02:11 AM"
"Jul 16, 2015",600749,CGC Utilities,https://disclosures.ifc.org/project-detail/AS/600749/cgc-utilities,Philippines,PHL,East Asia and the Pacific,Cross-Industry Advisory Services,137196,,Completed,"Feb 10, 2015",,PH,"October 11, 2022 02:11 AM"
"Jul 16, 2015",600931,Inland Waterways Authority Partnership,https://disclosures.ifc.org/project-detail/AS/600931/inland-waterways-authority-partnership,India,IND,South Asia,Cross-Industry Advisory Services,572168,,Completed,"Mar 26, 2015",,IN,"October 11, 2022 02:11 AM"
"Jun 25, 2015",585067,Liberia Trade 2,https://disclosures.ifc.org/project-detail/AS/585067/liberia-trade-2,Liberia,LIB,Africa,Trade and Competitiveness,845000,,Completed,"Jan 17, 2012",,LR,"October 11, 2022 02:11 AM"
"Jun 22, 2015",599443,Indicator Based Reform (IBRA),https://disclosures.ifc.org/project-detail/AS/599443/indicator-based-reform-(ibra),Middle East Region,,Middle East,Trade and Competitiveness,923091,,Completed,"Nov 10, 2014",,,"October 11, 2022 02:11 AM"
"Jun 15, 2015",600666,Credit Bureau Project,https://disclosures.ifc.org/project-detail/AS/600666/credit-bureau-project,Ethiopia,ETH,Africa,Finance and Markets,632000,,Completed,"Dec 22, 2014",,ET,"October 11, 2022 02:11 AM"
"Jun 15, 2015",600836,Energy & Resource Efficiency Solutions,https://disclosures.ifc.org/project-detail/AS/600836/energy-&-resource-efficiency-solutions,South Africa,SOU,Africa,Cross-Industry Advisory Services,1835000,,Completed,"Jun 04, 2015",,ZA,"October 11, 2022 02:11 AM"
"Jun 04, 2015",587687,Lighting Asia India,https://disclosures.ifc.org/project-detail/AS/587687/lighting-asia-india,India,IND,South Asia,Cross-Industry Advisory Services,4910885,,Completed,"Feb 17, 2012","Jan 16, 2012",IN,"October 11, 2022 02:11 AM"
