Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
2003-05-30,361.4,307.27,43225.23,220.59,496.31,470.71,16993.02,2991.23,516.62,1355.36,3003233.19,1327.39,15084.83,5592121.39,2159.36,435848.28,11090.17,2908.38,554.59
2003-06-30,346.0,301.3,41545.95,209.68,470.13,468.67,16078.62,2864.01,490.54,1297.57,2854500.0,1270.86,14545.84,5361962.0,2095.27,413297.0,10501.1,2598.46,515.92
2003-07-31,354.75,315.18,42763.34,220.69,499.58,487.07,16368.87,2936.37,506.41,1330.42,3018922.5,1302.96,14892.4,5503591.5,2183.49,418782.38,10734.41,2629.8,547.37
2003-08-29,375.6,342.11,43824.99,237.46,521.01,526.05,17217.5,3108.88,526.5,1408.59,3186964.76,1379.52,15433.4,5829309.73,2309.94,442550.53,11462.93,2753.15,580.3
2003-09-30,388.0,333.18,43345.42,233.54,523.59,512.39,17754.88,3211.48,540.29,1455.1,3257260.0,1425.05,15492.84,6034952.0,2382.32,446258.16,11867.75,2702.42,573.24
2003-10-31,386.25,332.26,42462.39,227.61,509.1,515.78,17504.85,3196.84,572.81,1448.51,3281773.13,1418.62,15409.44,6041722.5,2363.85,457126.88,11566.25,2663.19,544.36
2003-11-28,398.35,332.32,43627.27,231.62,517.81,514.97,18232.47,3297.14,582.39,1493.93,3387965.5,1463.06,15904.11,6224614.81,2454.87,478836.36,11847.12,2544.96,550.51
2003-12-31,416.25,330.0,44609.51,232.52,537.9,514.8,18991.41,3445.18,584.83,1561.06,3505865.63,1528.89,16492.86,6510982.5,2566.18,495961.88,12172.19,2778.47,552.46
2004-01-30,399.75,321.78,42313.53,219.61,531.83,503.84,18106.68,3308.65,535.27,1499.14,3381285.38,1468.32,15686.19,6274076.25,2464.46,469106.63,11404.87,2826.73,525.26
2004-02-27,395.85,318.59,43250.55,213.3,531.13,502.75,17906.26,3276.41,525.69,1484.4,3346910.51,1454.02,15552.94,6236218.59,2450.11,465519.43,11285.88,2633.0,513.06
2004-03-31,423.7,344.78,44079.62,230.54,556.85,536.76,18397.05,3506.96,556.74,1588.83,3628354.53,1556.27,16647.17,6660986.93,2622.68,485750.79,12083.5,2670.37,554.98
2004-04-30,388.5,324.09,42872.92,219.08,534.28,503.73,17276.59,3215.65,551.09,1456.95,3411807.0,1426.96,15543.88,6106248.75,2407.79,455846.42,11271.16,2702.5,537.94
2004-05-31,393.25,322.03,43463.95,214.49,536.63,493.29,17849.62,3254.89,590.46,1474.81,3647393.75,1444.45,15954.15,6191328.0,2434.02,458116.57,11417.22,2562.02,551.08
2004-06-30,395.8,325.32,43187.69,218.25,530.67,495.7,18196.89,3275.84,587.37,1484.37,3721507.66,1453.81,16182.27,6222566.63,2449.98,457346.67,11507.48,2458.81,568.19
2004-07-30,391.4,325.1,43623.47,215.24,520.17,500.74,18151.17,3239.62,574.09,1467.83,3575438.11,1437.63,16172.64,6163765.66,2431.18,457742.19,11388.95,2453.1,558.9
2004-08-31,407.25,335.1,44693.65,226.38,536.59,516.41,18874.0,3370.6,612.3,1527.27,3817968.75,1495.83,16961.96,6418260.0,2538.19,469090.85,11916.95,2710.76,576.72
2004-09-30,415.65,334.66,45810.85,229.7,526.03,519.02,19119.9,3440.13,625.76,1558.77,3807353.11,1526.68,17218.29,6548564.21,2591.58,478620.86,12146.58,2691.33,573.82
2004-10-29,425.55,334.54,45189.13,232.25,519.06,511.28,19305.06,3522.11,627.47,1595.9,3872503.22,1563.04,17475.2,6700281.67,2651.18,476403.01,12232.64,2620.32,569.72
2004-11-30,453.4,341.15,46607.24,237.2,539.12,515.92,20171.76,3752.56,649.5,1700.39,4080599.12,1665.16,17868.48,7151023.26,2822.41,475389.8,12754.13,2628.47,584.35
2004-12-31,435.6,320.47,44635.91,226.89,521.91,495.32,18935.52,3605.24,587.41,1633.8,4043455.64,1599.87,16923.05,6870716.49,2644.09,450932.95,12074.82,2454.06,555.68
2005-01-31,422.15,323.85,43673.51,223.82,523.78,501.72,18428.95,3493.88,563.78,1583.15,3869426.0,1550.35,16278.1,6664480.51,2463.24,432914.73,11828.64,2515.17,544.74
2005-02-28,435.45,328.06,45410.89,226.13,535.25,504.25,18985.61,3604.0,556.72,1632.96,4031177.92,1599.49,16664.66,6881415.58,2526.15,438280.38,12051.07,2523.45,548.53
2005-03-31,427.5,328.93,45725.4,226.24,517.21,509.54,18666.78,3538.16,577.34,1603.25,4048425.0,1570.16,16721.66,6762622.5,2479.5,434126.25,11911.04,2660.65,552.65
2005-04-29,435.7,337.5,45711.46,228.13,546.78,518.68,18966.02,3606.03,604.97,1633.98,4165291.53,1600.28,17192.72,6896258.83,2528.15,434436.36,12104.18,2649.93,558.02
2005-05-31,414.45,335.65,44667.34,227.4,519.78,515.99,18130.11,3430.28,562.2,1554.27,3940382.91,1522.23,16834.95,6571103.98,2401.74,417972.78,11704.27,2796.92,546.88
2005-06-30,437.1,361.05,48435.03,243.86,535.36,559.97,19005.1,3617.61,583.75,1639.21,4266094.57,1605.42,18060.96,6928469.78,2531.9,451742.7,12514.16,2917.05,573.43
2005-07-29,429.0,353.19,48088.75,243.67,525.93,551.33,18635.75,3477.3,568.64,1608.88,4206345.0,1575.67,17859.27,6811662.0,2477.47,440454.28,12275.83,2817.99,564.44
2005-08-31,433.25,352.28,48149.24,240.89,514.74,545.22,19101.99,3509.24,581.64,1624.88,4462475.0,1591.24,17895.39,6878277.0,2501.04,450796.63,12343.29,2792.9,576.78
2005-09-30,473.25,392.53,53638.15,267.51,549.25,610.14,20806.43,3829.54,636.88,1775.66,4869742.5,1737.77,19434.01,7521125.63,2725.92,492889.88,13467.51,3008.78,619.72
2005-10-31,470.75,393.03,54797.65,265.92,555.27,607.79,21233.18,3805.78,636.45,1765.5,4761636.25,1729.06,19204.25,7483042.0,2709.87,489674.13,13444.62,3154.35,630.06
2005-11-30,495.65,420.42,59306.99,286.44,579.19,651.61,22750.33,4005.05,671.48,1858.91,4971368.52,1820.52,20443.08,7884798.65,2856.55,512254.17,14276.65,3200.29,669.66
2005-12-30,513.0,434.91,60549.39,298.82,599.26,676.11,23090.13,4140.01,693.32,1923.93,5047920.0,1884.25,21033.0,8163882.0,2943.98,518565.98,14744.34,3253.7,699.34
2006-01-31,568.75,468.38,66580.71,320.0,650.25,728.63,25096.09,4585.03,752.46,2133.07,5338571.88,2089.02,22138.59,9053362.5,3259.93,548644.63,15993.96,3461.73,751.87
2006-02-28,556.0,466.35,64398.7,317.49,632.7,729.28,24669.72,4470.35,730.86,2085.17,5105470.0,2042.24,21771.84,8845960.0,3187.96,539876.0,15583.62,3430.1,748.47
2006-03-31,582.0,480.93,68670.17,335.53,678.96,760.59,25936.82,4666.01,783.08,2182.7,5288634.0,2137.54,22636.88,9268350.0,3345.04,565500.24,16128.72,3587.74,816.21
2006-04-28,644.0,511.25,73544.8,354.3,721.63,800.97,28925.26,5161.02,850.72,2415.32,5662370.0,2365.54,24195.07,10266970.0,3705.58,607420.77,17549.84,3899.74,848.76
2006-05-31,653.0,508.39,73207.82,348.96,718.92,793.39,30233.89,5235.43,1026.52,2449.08,6043515.0,2398.27,24944.6,10420247.5,3763.73,617542.07,17617.12,4373.47,866.45
2006-06-30,613.5,479.8,70132.24,331.7,682.27,751.54,28245.54,4904.5,974.54,2300.63,5682850.5,2253.32,23408.09,9813546.0,3530.69,582027.42,16474.92,4375.33,825.76
2006-07-31,632.5,495.63,72380.14,338.77,714.88,778.83,29449.2,5040.39,946.22,2372.1,5736775.0,2323.14,23933.8,10123795.0,3632.92,604480.22,16957.32,4385.28,825.39
2006-08-31,623.5,487.09,73127.19,327.79,691.93,768.74,29014.57,4958.51,913.74,2338.37,5671979.5,2290.02,23437.36,9984729.0,3579.2,599495.25,16685.17,4495.43,816.47
2006-09-29,599.25,473.06,70750.44,320.81,668.55,751.43,27520.55,4736.53,906.37,2247.4,5528081.25,2200.96,22522.81,9620659.13,3439.49,567190.13,16060.85,4655.06,803.02
2006-10-31,603.75,473.03,70732.33,316.56,676.47,750.97,27186.86,4756.95,880.87,2264.21,5501671.88,2217.6,22169.69,9705281.25,3462.51,568853.22,16123.44,4456.97,780.19
2006-11-30,646.7,487.87,74794.08,328.77,738.53,774.78,28928.18,5065.86,939.65,2425.35,5927005.05,2375.2,23206.82,10392468.22,3698.8,601010.51,16973.6,4640.88,819.18
2006-12-29,632.0,479.28,75305.96,322.92,735.46,771.48,27972.32,4932.82,895.23,2370.16,5683892.0,2321.18,22846.8,10147392.0,3609.51,587760.0,16637.71,4456.07,801.83
2007-01-31,650.5,500.6,78684.47,332.33,767.85,811.69,28727.37,5056.92,918.18,2439.83,5919550.0,2389.19,22598.36,10434020.0,3705.9,612445.75,17241.98,4718.56,839.79
2007-02-28,664.2,502.82,78697.72,338.92,778.81,811.12,29407.45,5141.24,939.51,2490.92,6065141.85,2438.84,22549.59,10623214.02,3782.62,625477.06,17363.84,4830.92,842.95
2007-03-30,661.75,497.13,78136.13,337.4,763.43,807.86,28762.96,5115.46,918.18,2481.73,6038468.75,2429.91,23167.86,10601235.0,3769.49,622441.95,17227.4,4799.34,819.15
2007-04-30,677.0,496.06,80904.88,338.53,748.19,816.94,27885.62,5215.54,924.27,2539.22,6149191.0,2486.59,23542.67,10863142.0,3848.74,629948.5,17396.19,4764.01,813.36
2007-05-31,659.1,489.8,80288.24,333.2,704.64,807.69,26762.75,5039.87,869.85,2471.92,5817874.41,2420.45,22827.92,10608212.14,3751.43,611974.21,17060.49,4690.15,796.35
2007-06-29,650.5,481.66,80333.49,324.22,691.97,797.25,26493.23,4952.39,849.59,2439.83,5877267.5,2389.19,22458.51,10495817.5,3702.97,600996.89,16763.58,4587.33,766.74
2007-07-31,665.5,486.17,79237.75,327.5,710.59,800.86,26874.55,5039.43,850.21,2495.92,6139237.5,2444.21,22477.26,10741170.0,3764.23,611794.02,17009.84,4727.11,776.73
2007-08-31,672.0,492.94,77894.88,333.16,710.88,811.98,27468.0,5070.24,875.95,2520.54,6310080.0,2468.29,23056.32,10913280.0,3799.82,630504.0,17236.46,4819.92,826.01
2007-09-28,743.0,522.45,85456.14,364.69,738.32,867.97,29606.68,5577.03,900.0,2779.93,6794735.0,2727.74,25466.32,11951898.0,4151.51,679956.38,18492.82,5124.28,839.6
2007-10-31,789.5,545.71,91017.5,380.05,749.87,915.07,31045.89,5892.04,924.7,2953.68,7182081.5,2899.0,26831.15,12695949.5,4356.07,711102.61,19480.52,5162.9,851.9
2007-11-30,783.5,533.77,86909.73,381.05,783.19,884.61,31046.19,5797.9,923.35,2910.7,7341395.0,2864.16,26519.51,12573216.25,4336.67,721720.95,19169.5,5326.04,885.91
2007-12-31,833.75,570.26,93142.38,418.84,822.87,943.93,32862.25,6089.79,977.36,3127.02,7830996.88,3062.03,28084.87,13353756.88,4599.17,780431.53,20459.14,5698.14,949.55
2008-01-31,923.25,623.56,98164.55,464.41,930.82,1001.26,36352.97,6630.6,1083.76,3461.54,8536831.13,3389.34,30481.1,14744764.13,5126.35,871455.59,22604.3,6923.22,1034.57
2008-02-29,971.5,639.94,101138.0,488.39,951.49,1014.05,38874.57,6908.82,1173.81,3637.78,8806647.5,3567.93,30577.95,15476480.75,5329.89,912286.89,23341.84,7544.81,1038.59
2008-03-31,933.5,589.13,92915.91,469.69,957.82,923.28,37452.02,6545.7,1247.16,3501.84,8592867.5,3428.37,29391.23,15038685.0,5085.94,924491.59,21888.42,7586.09,1022.62
2008-04-30,871.0,559.45,91028.21,439.78,877.18,907.19,35288.56,6086.11,1112.44,3266.69,8032362.0,3199.05,27619.4,14042262.0,4681.63,873308.07,20626.06,6574.31,924.29
2008-05-30,885.75,569.96,93504.19,448.21,880.17,925.39,37604.5,6148.88,1080.08,3322.14,8250761.25,3253.23,28782.44,14389894.5,4736.55,912366.62,20991.73,6765.05,928.99
2008-06-30,930.25,590.43,98611.14,467.43,943.78,947.55,40024.0,6376.21,1137.42,3488.2,8576905.0,3416.85,31102.91,15667270.5,4956.14,973087.83,21809.38,7282.14,969.36
2008-07-31,918.0,588.37,99222.02,463.43,941.45,962.06,39083.85,6271.59,1059.6,3442.73,8349210.0,3371.77,30743.81,15390270.0,4872.97,929061.72,21510.99,6704.84,976.02
2008-08-29,833.0,565.8,90401.32,456.7,882.85,914.93,36597.85,5693.55,985.02,3124.04,7621950.0,3059.65,28521.91,13765325.0,4477.38,907053.62,20487.51,6401.81,967.26
2008-09-30,884.5,629.69,93902.94,496.23,940.4,991.74,41540.54,6057.5,1124.2,3326.6,8340835.0,3248.99,29931.48,14682700.0,4831.58,1067547.23,22716.13,7324.23,1121.32
2008-10-31,730.75,576.28,71869.26,452.27,888.48,853.55,36135.59,4997.96,1119.25,2741.23,7965175.0,2684.3,25631.05,12294868.75,4073.93,943361.68,19807.67,7197.89,1107.62
2008-11-28,814.5,641.89,77577.05,530.81,1010.96,989.33,40794.23,5567.03,1277.75,3055.68,9794362.5,2991.66,28926.97,13823694.0,4496.04,1196500.5,22741.97,8197.98,1250.77
2008-12-31,869.75,625.7,78842.83,604.94,1073.71,925.72,42374.21,5934.3,1342.46,3264.26,9480275.0,3194.64,30249.9,15205839.25,4793.41,1095493.44,26557.81,8040.84,1247.49
2009-01-30,919.5,717.52,82580.29,637.79,1140.04,1067.26,44945.15,6287.54,1512.16,3450.52,10463910.0,3377.09,32159.5,16076078.25,5118.4,1268542.07,32863.89,9381.2,1445.98
2009-02-27,952.0,749.58,93148.43,667.91,1207.94,1109.08,48685.28,6511.49,1619.78,3570.38,11404960.0,3496.65,34443.35,16640008.0,5299.78,1459892.0,34147.61,9562.36,1490.18
2009-03-31,916.5,690.29,90522.69,639.41,1153.09,1042.11,46498.61,6262.99,1533.35,3437.24,10590157.5,3366.35,32503.67,16310950.5,5163.56,1267748.63,31080.8,8715.91,1319.08
2009-04-30,883.25,666.55,86898.55,596.07,1049.39,1005.98,44193.4,6026.41,1407.19,3312.32,9349201.25,3244.22,31138.97,15706834.75,4976.23,1133209.75,29221.97,7486.65,1202.19
2009-05-29,975.5,689.18,93116.34,604.94,1068.95,1040.32,45960.67,6660.81,1506.66,3658.32,10037895.0,3582.77,33498.67,17339512.5,5484.26,1224349.91,30041.0,7840.58,1218.69
2009-06-30,934.5,666.24,90165.22,567.45,1085.28,1016.31,44767.22,6383.29,1435.58,3504.56,9538908.75,3432.32,31838.41,16608868.5,5227.59,1190506.23,29130.46,7216.68,1155.92
2009-07-31,939.0,662.32,89388.1,566.4,1015.15,1010.6,45025.05,6415.34,1388.78,3521.34,9319575.0,3448.95,31954.17,16726876.5,5209.57,1153279.75,29634.84,7360.73,1129.49
2009-08-31,955.5,665.83,88636.96,586.27,1049.38,1009.82,46652.28,6526.64,1433.73,3583.36,9631440.0,3509.5,32496.55,17026054.5,5281.05,1193323.86,30371.56,7442.25,1133.38
2009-09-30,995.75,681.23,89154.46,622.6,1068.74,1033.24,47900.55,6797.29,1480.03,3734.26,9623923.75,3657.34,33268.0,17764677.88,5478.62,1173242.44,29922.28,7545.3,1128.26
2009-10-30,1040.0,704.87,94140.79,630.93,1120.29,1065.22,48843.6,7100.6,1558.86,3900.05,9932000.0,3819.76,34761.99,18571280.0,5691.92,1229540.0,30285.94,8140.08,1150.95
2009-11-30,1175.75,783.13,101284.97,716.44,1239.53,1180.75,54690.01,8026.96,1798.19,4409.12,11116716.25,4319.23,39087.8,21733738.75,6439.58,1367161.87,34366.58,8738.47,1284.48
2009-12-31,1087.5,757.97,101240.8,673.44,1140.08,1124.2,50606.8,7424.36,1630.11,4078.94,10217062.5,3994.55,36257.25,20090475.0,5964.67,1266366.4,32965.92,8008.08,1209.21
2010-01-29,1078.5,775.93,97771.42,673.05,1149.14,1136.85,49794.34,7362.7,1606.7,4044.54,10083975.0,3961.38,35800.8,19924209.0,5894.0,1252947.38,32709.54,8137.28,1213.37
2010-02-26,1108.25,812.08,98484.63,727.96,1171.36,1188.93,51095.86,7564.91,1708.2,4155.99,10345513.75,4070.6,36644.27,21139868.75,6084.29,1285459.07,33140.0,8494.18,1237.58
2010-03-31,1115.5,824.4,104232.31,735.38,1131.73,1174.12,50080.36,7614.29,1698.01,4183.29,10150492.25,4097.23,36069.68,21294895.0,6141.94,1262132.42,32819.4,8192.18,1215.34
2010-04-30,1179.25,886.89,110861.29,770.42,1194.4,1271.23,52311.51,8048.62,1751.07,4422.78,10629759.5,4331.38,38154.63,22379216.88,6555.45,1307021.57,34460.62,8677.1,1266.85
2010-05-31,1207.5,984.07,109924.75,831.07,1267.09,1395.08,55985.73,8244.69,1899.22,4528.37,11078812.5,4435.27,39255.82,22924387.5,6835.05,1451432.98,37331.05,9285.61,1439.64
2010-06-30,1244.0,1015.59,110081.55,831.5,1321.94,1341.47,57777.57,8436.06,1969.56,4665.56,11276860.0,4569.09,40293.16,23735520.0,7085.82,1520124.27,38855.09,9536.25,1472.8
2010-07-30,1169.0,897.3,101305.53,746.44,1204.01,1223.07,54247.44,7919.97,1761.1,4383.87,10460796.5,4293.68,37729.47,22298675.0,6664.47,1383014.62,35426.54,8538.14,1291.36
2010-08-31,1246.0,980.37,104626.6,810.72,1328.67,1263.44,58611.83,8482.02,1897.53,4672.69,11257610.0,4576.18,38993.57,24290770.0,7109.18,1493829.28,38354.37,9190.18,1399.92
2010-09-30,1307.0,957.37,109186.77,829.42,1340.79,1276.87,58730.04,8745.4,1890.51,4901.58,11664975.0,4800.55,39667.44,25453825.0,7440.75,1490306.75,39953.66,9115.41,1349.86
2010-10-29,1346.75,968.96,108480.7,842.35,1370.45,1324.53,59829.35,8983.9,1928.68,5050.51,12036578.13,4946.55,40375.56,26248157.5,7777.14,1515430.44,41556.92,9369.41,1373.95
2010-11-30,1383.5,1062.8,115895.78,888.37,1420.99,1378.93,63481.89,9223.79,2085.49,5188.82,12498539.0,5081.59,41823.2,26976866.5,8010.46,1604029.77,43582.32,9812.13,1442.57
2010-12-31,1405.5,1047.67,113993.07,897.71,1396.58,1310.07,62846.93,9261.82,2163.06,5270.98,12663555.0,5162.54,42368.78,27403736.25,8158.93,1595101.81,42905.69,9298.44,1371.15
2011-01-31,1327.0,967.91,108721.1,828.47,1327.33,1246.92,60922.55,8762.18,2127.38,4977.11,12006696.0,4874.0,40997.65,25873182.5,7772.9,1487964.84,39515.41,9527.86,1330.99
2011-02-28,1411.0,1021.58,115603.22,867.51,1375.09,1311.45,63868.91,9272.53,2257.88,5292.1,12447136.5,5182.67,43141.32,29458152.5,8312.2,1592525.01,40713.84,9791.0,1385.64
2011-03-31,1439.0,1014.02,119264.31,897.72,1399.79,1316.47,64172.18,9423.29,2221.6,5396.47,12530092.5,5285.02,43522.55,30067905.0,8575.72,1578510.98,40896.38,9726.85,1391.48
2011-04-29,1535.5,1034.98,124590.47,920.59,1456.96,1333.5,67892.13,9966.93,2332.65,5757.74,13150022.0,5639.89,45834.66,31700397.5,9131.62,1645518.43,42035.06,10114.64,1403.12
2011-05-31,1536.5,1068.8,124825.25,933.5,1488.64,1310.48,69211.64,9955.14,2455.02,5761.95,13114795.75,5643.64,46555.93,31567392.5,9129.88,1658113.83,43005.94,10490.53,1441.98
2011-06-30,1505.5,1038.38,121584.17,937.74,1452.96,1267.63,67299.61,9731.55,2444.93,5645.7,12910415.25,5529.7,46256.47,30990717.5,8985.58,1607346.93,42026.78,10205.78,1406.22
2011-07-29,1628.5,1133.26,125703.89,992.08,1553.83,1283.58,71963.39,10482.0,2731.16,6107.2,13846321.25,5981.32,48570.01,33538957.5,9702.6,1716927.23,45009.13,10927.89,1482.54
2011-08-31,1813.5,1259.55,138678.32,1113.77,1773.33,1462.5,83511.65,11566.86,3113.14,6800.8,15474595.5,6660.44,54350.57,37778832.0,10796.22,1934732.21,52323.55,12692.23,1693.36
2011-09-30,1620.0,1207.42,124869.58,1039.93,1688.12,1471.45,79339.49,10345.16,3012.31,6075.65,14239800.0,5950.26,50357.69,33743790.0,9663.7,1908440.68,52225.55,13023.34,1666.84
2011-10-31,1722.0,1234.59,134272.93,1066.85,1710.38,1499.52,83852.78,10943.14,3035.71,6458.19,15244005.0,6324.9,52951.5,36176637.0,10277.76,1908320.32,52105.98,13597.77,1623.07
2011-11-30,1746.0,1297.03,135541.96,1110.12,1775.24,1589.12,91149.91,11137.56,3185.58,6548.2,15906060.0,6413.06,54422.82,36675603.0,10484.38,1995154.12,53627.16,14140.42,1699.6
2011-12-30,1531.0,1179.37,117795.12,985.14,1558.94,1431.64,81303.75,9636.11,2891.45,5741.56,13882342.5,5623.44,48303.03,32202288.5,9233.08,1763712.0,49180.29,12360.37,1493.37
2012-01-31,1744.0,1332.26,132980.0,1105.16,1748.97,1603.78,86232.07,11002.02,3089.76,6540.44,15678560.0,6405.71,53933.18,36655392.0,10513.7,1959122.15,52784.31,13601.72,1641.03
2012-02-29,1770.0,1323.17,143263.78,1108.02,1743.36,1594.5,86747.69,11139.67,3090.33,6638.3,15965400.0,6501.21,53569.05,36877950.0,10674.43,1980142.99,51710.54,13186.85,1638.21
2012-03-30,1662.5,1248.4,136815.43,1040.53,1661.59,1502.65,84696.05,10470.42,2964.07,6235.12,15201900.0,6106.36,51288.11,34663125.0,10041.5,1883695.3,48953.14,12758.94,1604.81
2012-04-30,1651.25,1247.59,131844.03,1016.87,1631.35,1498.76,87020.87,10419.72,2904.47,6192.68,15175813.13,6065.04,50775.94,34453331.25,9982.22,1866118.91,48493.07,12797.43,1586.14
2012-05-31,1558.0,1260.06,122170.56,1012.25,1613.78,1513.99,87493.36,9922.9,2903.57,5842.97,14645200.0,5722.53,49567.75,32515460.0,9410.32,1838829.5,52156.77,13338.5,1606.27
2012-06-29,1598.5,1259.6,127544.3,1019.16,1629.59,1512.98,89252.23,10157.03,2891.21,5995.09,15013911.25,5871.29,50768.35,33416642.5,9684.51,1830841.74,51850.22,13073.33,1559.44
2012-07-31,1622.0,1317.04,126678.19,1035.23,1625.73,1582.18,90207.51,10320.3,2905.24,6083.23,15352230.0,5957.61,51044.32,33851140.0,9853.24,1833873.75,52191.89,13324.89,1541.31
2012-08-31,1648.5,1307.81,129077.53,1037.87,1626.82,1570.36,91697.81,10465.34,2997.05,6182.29,15718447.5,6054.94,51655.73,34354740.0,10060.38,1870429.31,53285.69,13894.38,1595.14
2012-09-28,1776.0,1380.49,138172.78,1099.83,1747.5,1669.08,93675.11,11161.98,3188.99,6660.18,16996320.0,6523.25,54665.28,37091760.0,10827.83,1973890.45,55413.42,14654.04,1707.86
2012-10-31,1719.0,1326.59,137399.66,1067.01,1718.14,1600.73,92473.6,10721.75,3084.74,6446.59,16510995.0,6313.89,52687.34,35841150.0,10507.39,1874741.15,53901.81,14953.92,1657.75
2012-11-30,1726.0,1327.08,142343.2,1076.97,1714.52,1598.97,93885.75,10747.28,3082.55,6472.67,16558381.0,6339.6,52970.92,35987100.0,10547.58,1868998.85,53357.12,15330.16,1654.45
2012-12-31,1657.5,1257.21,143315.73,1019.69,1650.37,1517.19,90814.41,10326.72,2958.14,6216.37,15974156.25,6088.08,50702.92,34542300.0,10548.91,1774477.98,50633.29,14062.89,1596.51
2013-01-31,1664.75,1226.43,151925.08,1050.02,1662.84,1515.75,88548.03,10352.75,2928.46,6243.14,16214665.0,6114.63,49642.83,34693390.0,11179.13,1812787.57,49967.88,14871.46,1596.04
2013-02-28,1588.5,1215.05,146555.0,1046.48,1633.06,1482.39,86422.34,9882.53,2857.16,5957.19,15350469.75,5834.56,47257.88,33287017.5,10707.05,1720067.44,48612.3,14253.13,1551.65
2013-03-29,1598.25,1244.65,150267.45,1052.55,1623.74,1513.46,86864.87,9932.0,2892.03,5993.68,15530994.38,5870.37,46804.73,33471350.63,10872.97,1778212.72,49680.64,14663.06,1533.02
2013-04-30,1469.0,1114.23,143095.27,943.85,1477.59,1364.63,79142.38,9056.38,2634.58,5509.12,14282352.5,5396.08,43115.14,30746170.0,10186.41,1617809.41,45483.9,13195.15,1415.15
2013-05-31,1394.5,1076.0,140809.62,919.79,1441.28,1338.16,78768.31,8554.56,2616.36,5229.65,13659127.5,5121.93,42218.48,29302628.5,9738.84,1575366.58,44535.1,14028.32,1454.5
2013-06-28,1192.0,917.03,118407.31,785.92,1257.5,1127.81,70834.59,7316.02,2299.9,4470.24,11830600.0,4378.22,36969.88,25276360.0,8367.06,1361323.37,39130.96,11833.22,1302.23
2013-07-31,1314.5,989.95,129287.64,867.06,1351.37,1221.37,79928.16,8056.44,2553.35,4929.9,13509773.75,4828.16,41143.83,27834537.5,9201.37,1476741.91,43427.66,13025.71,1464.71
2013-08-30,1394.75,1057.75,136845.88,901.64,1471.32,1300.46,92151.12,8535.17,2842.85,5231.08,15230670.0,5122.99,44896.98,29505936.25,9743.23,1548241.97,46449.35,14283.63,1565.99
2013-09-30,1326.5,979.94,130162.81,819.13,1363.51,1199.49,83045.53,8120.83,2683.31,4974.71,15360870.0,4872.17,41492.92,28005731.25,9141.64,1425556.13,42963.33,13349.56,1418.64
2013-10-31,1324.0,973.89,129897.62,824.1,1380.73,1198.95,81366.4,8069.12,2637.74,4965.53,14924790.0,4863.05,41209.5,27936400.0,9120.11,1404433.0,42488.67,13247.28,1398.17
2013-11-29,1253.0,920.28,128263.33,764.93,1326.55,1132.27,78299.96,7634.78,2529.62,4699.19,14989012.5,4602.27,40233.81,26463360.0,8625.28,1326049.66,41449.41,12738.69,1371.12
2013-12-31,1204.5,874.12,126598.97,727.25,1279.78,1071.22,74504.34,7291.92,2587.87,4517.42,14658765.0,4424.13,39579.85,25408927.5,8369.53,1271168.9,39579.85,12615.63,1346.34
2014-01-31,1251.0,927.66,127583.22,761.2,1394.8,1132.97,78381.4,7581.06,2828.39,4691.69,15274710.0,4594.92,41295.5,26346060.0,8709.02,1339007.67,44048.33,13972.11,1433.81
2014-02-28,1326.5,960.43,135389.21,791.54,1468.37,1168.38,82216.46,8151.34,2925.46,4974.84,15399338.5,4872.23,43277.06,27989150.0,9233.3,1416038.75,47668.77,14248.93,1482.37
2014-03-31,1291.75,937.24,133030.85,774.83,1425.77,1141.07,77146.52,8032.1,2763.31,4844.51,14674280.0,4744.6,41904.35,27252695.63,9000.2,1375003.22,45390.02,13586.5,1393.7
2014-04-30,1288.5,929.28,131620.27,763.08,1414.06,1134.46,77715.86,8065.11,2728.27,4832.45,14896992.75,4732.6,41695.84,27164801.25,9029.23,1331406.8,45919.23,13569.39,1390.64
2014-05-30,1250.5,916.42,127232.12,745.52,1357.86,1117.88,73892.04,7812.25,2618.8,4690.06,14599587.5,4593.02,41053.9,26457453.75,8941.51,1275760.04,43587.11,13234.98,1343.61
2014-06-30,1315.0,960.45,133216.07,769.07,1400.67,1166.14,79090.66,8159.57,2788.19,4931.91,15589325.0,4829.73,42678.31,28048950.0,9402.31,1330516.74,44778.9,13989.96,1393.23
2014-07-31,1285.25,960.58,132168.67,761.27,1399.19,1168.68,77786.53,7936.03,2757.05,4820.26,14879981.88,4720.79,41269.36,27289070.63,9189.6,1321044.02,45866.26,13773.38,1382.44
2014-08-29,1285.75,976.12,133570.13,774.2,1394.72,1177.55,78019.3,7898.62,2774.58,4822.14,15040060.63,4722.62,41066.84,27251471.25,9193.18,1303686.15,47690.7,13674.47,1374.69
2014-09-30,1216.5,962.99,133443.96,750.39,1359.5,1162.37,75131.03,7468.7,2774.59,4563.7,14823052.5,4468.14,39445.0,25823253.75,8698.03,1283711.63,48118.65,13744.32,1390.21
