UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
40832,85784,Charlotte,10-04-2020,"With the COVID-19 pandemic threatening a long list of businesses and industries across the country and slashing consumer spending, new research out of N.C. State suggests it could also drive many of the state's counties into financial collapse. https://t.co/4UusXd0Twb",Extremely Negative
42779,87731,"Kentucky, USA",12-04-2020,"Q: Why aren't grocery stores or retailers reportedly w/ full parking lots not punished for defying #socialdistancing rules?

A: Those are #essentialservices &amp; we are actively monitoring stores &amp; working w local health depts &amp; store managers on how to prevent. - @GovAndyBeshear",Positive
6609,51561,"Accra, Ghana",18-03-2020,"Ppl are more deadly than the coronavirus ?. Do you know that immediately #Covid_19 entered Ghana ??, prices of hand sanitizers and nose mask inflate. U want to kill n bury ppl by making more profits. You n coronavirus ?, who is more deadly now? ???",Positive
13631,58583,London,20-03-2020,"Smashed my running PB. I donÂt know what it says about me that IÂve done so with #London on the brink of collapse. It has though helped me forget, for a bit, that today I paid what I normally pay for 1kg of porridge for 500g.
#covid19 #coronavirus #panicbuyinguk #StopHoarding https://t.co/NHGgnUzocC",Extremely Negative
36704,81656,`World Wide- And yet! close`,07-04-2020,"@jumzeeni @pcharlesjr @FoodForThePoorJ Good awakening ?agriculture on these islands have potential to lead like Moses. Short-term COVID-19 has hindered trade deals, consumer demand for produce, supply chains for crop, inputs &amp; affecting food safety, b",Extremely Positive
14998,59950,Ramsbottom,20-03-2020,"The Sage report prepared for the government says ÂLarge scale rioting is Âunlikely and rarely seen in these circumstances.Â 

We had riots in the 80s for Tory policies

And whoever wrote the report clearly hasnÂt been in the toilet roll aisle in any supermarket #CoronaCrisis",Positive
32243,77195,"Nairobi, Kenya",04-04-2020,"@BarchokHillary @KenyaGovernors @MOH_Kenya @Chamgeifm1 @Kass_FM @taachfm @TaachFM_KE The measures put in Place by your government  are a true reflection  on your  leadership  character.Good to go but lets not hope the ""elephant "" will attack us. 
Distri",Extremely Negative
19343,64295,,22-03-2020,Which COVID-19-Related Consumer Behavior Shifts Are Here To Stay? - AdExchanger https://t.co/RmdSy7pxr7,Neutral
6781,51733,Republic of the Philippines,18-03-2020,"You know whoÂs helping us during COVID-19? Medical workers, delivery drivers, grocery store workers, security guards of said establishments, and sanitation workers.

At least say ""thank you"" when you encounter them.",Extremely Positive
29973,74925,?? Copenhagen,02-04-2020,Great to wake up to this article in the Express about the work that is doing Fuel our frontline Britons fundraise vital food packages for our NHS coronavirus heroes Please do continue to fund us,Extremely Positive
8218,53170,"Baltimore, MD",18-03-2020,"Got a notification from Amazon that my normal shipment of rice is delayed. Went to see if I could order from a different seller. Prices are 2-3x normal, and most are backordered.  #coronavirus ?",Negative
19526,64478,Worldwide,22-03-2020,"Americans Coping With the #Coronavirus Are Clogging Toilets 
#toiletpaper
via @HitByWords https://t.co/qXGHhT2m4i https://t.co/SRHhl4ynLp",Neutral
33520,78472,0x514,05-04-2020,"Typical Canadian ""news"" these days....masks bad, gloves bad, homemade sanitizer bad, vitamins bad. #Honkhonk #canada #coronavirus #FakeNews @CBC @CTVNews",Extremely Negative
34006,78958,,06-04-2020,Thank you to all supermarket workers Please stay safe,Extremely Positive
28326,73278,World,26-03-2020,"Can surging demand for gold and silver last? COVID-19 lockdowns threaten sales, prices Â Kitco NEWS https://t.co/z86BvtgYFJ",Negative
6739,51691,"Newcastle Upon Tyne, England",18-03-2020,There is sourdough bread and avocado in the supermarket. Hipsters will be fine! ? #COVID2019,Positive
5537,50489,"Liverpool, England",17-03-2020,Well now IÂm starting to worry.  #Tesco shelves empty of all different kinds of items.  Does anyone work for a supermarket know what happening over deliveries to store?  Staff in store donÂt know ? #coronavirus #COVID2019,Negative
30226,75178,"Chicago, IL",02-04-2020,"Ceidy was emerging as a leader on campus at @DenisonU this year &amp; as classes have moved online, she's now stepping up as a leader at home by tutoring her younger brother &amp; grocery shopping for her family during the COVID-19 crisis. #leadership https://t.co/LAo7HDSOPU",Extremely Negative
11141,56093,"Shipston on Stour, Warks, UK",19-03-2020,@BorisJohnson large retailers who hike prices of necessary products should be warned and prosecuted #profiteering #coronavirus #befairtoall,Negative
29599,74551,UK,01-04-2020,Lamb prices tumbled Â£30 a head after retailer and export demand evaporated with tightening #coronavirus social distancing rules. https://t.co/EnwZC6HETR #sheep365 #farminguk,Negative
18134,63086,"Ontario, CA",21-03-2020,Took my mom out to get some things at the grocery store and to the bank. Here I thought we were all quarantining. WHY ARE THERE SO MANY PEOPLE OUT?! are we the only family staying home? WTF. I wanna get my life back ASAP. Stay home yÂall!!! #coronavirus #saferathome,Extremely Negative
8540,53492,"Toronto, Ontario",18-03-2020,Food Retailers hit hard in Canada https://t.co/ZgX3wzUxGa https://t.co/sYBRyPyIu0,Negative
10129,55081,"Devon, UK",19-03-2020,"A Quiet Place, except it's me accidentally rattling the last bag of dried penne as I place it in the supermarket trolley.

#COVID19 #panicbuying #coronavirus",Negative
5830,50782,,17-03-2020,Classy move from @Starbucks - INCREASING prices during #COVID2019,Positive
37458,82410,"London, England",08-04-2020,Almost 70 of in house respondents believe their comms teams have the skills required to handle the challenges posed by the pandemic according to an industry survey carried out with amp Check out the rest of the results here,Positive
19275,64227,"Sylvania, Ohio",22-03-2020,Be wary of scammers looking to exploit the Visit to learn about steps you can take to protect yourself your personal information and your wallet,Positive
23736,68688,"Dallas, TX",24-03-2020,"No Need to Stockpile Food in the U.S. 
No need to hoard products or panic about food during (COVID-19) pandemic, says Andy Harig, VP tax, trade sustainability/policy develop. Food Industry Assoc. (FMI).
https://t.co/zNd4pLTEaS
#EcoGarden #AzaMax #ParryAmerica #OrganicPesticides",Extremely Negative
21489,66441,,23-03-2020,"I told my best friend I felt like I was tempting fate  every time I went to the grocery store, and his response was basically, ""I will punch fate right in it's big stupid face if it touches you"" #CoronaCrisis",Extremely Positive
32453,77405,,04-04-2020,#COVID2019 Is Hurting Consumer Attitudes https://t.co/WOhAKxrv9W from @aier,Negative
7465,52417,,18-03-2020,"If youÂre currently on SNAP (EBT/Food stamps), @expensify is reimbursing grocery purchases (one-time only, up to $50). Sign up at https://t.co/AndV8jJOrB

This is the type of relief we need for families barely making ends meet and getting their hours cut or laid off. #coronavirus",Positive
30199,75151,United Arab Emirates,02-04-2020,Jordan has banned the export of a range of vegetables during the outbreak,Negative
33955,78907,"Los Angeles, CA",06-04-2020,"I'll pass along the message. We've made most COVID-19 stories (live updates, newsletter, FAQ, videos) free. We're also offering 8-week subscriptions for $1. That's how we get paid. I've offered to cover the $1 to those who tweet me their receipt and Venmo. https://t.co/DKlCajFbWo https://t.co/AA0ngIMJhV",Positive
10208,55160,"Woking, UK",19-03-2020,"Only batmeat left on the supermarket shelves

#Coronavirus
#Covid-19",Neutral
5780,50732,Global,17-03-2020,#COVID2019  supermarket in Miami one hour after opening https://t.co/RTUK2r0ihS,Neutral
6477,51429,"Evansville, IN",18-03-2020,"IN Attorney General Curtis Hill urged Hoosier who believe they've been the victim of price-gouging to file a complaint online with the Office of the Attorney General's Consumer Protection Division.

https://t.co/m36r0ZmyXh",Negative
16415,61367,"Washington, DC",21-03-2020,Gotta have a sense of humor during these times. #flights #covid_19 #haha #prices https://t.co/fmBEu3ozwS,Positive
30353,75305,Wales,02-04-2020,Advice for residents with online address problems The increase in online shopping as a result of the Covid 19 pandemic has seen a number of people in Powys find out that their address is not being recognised by online retailers,Neutral
29823,74775,"San Francisco, CA",01-04-2020,"""When times are good, you should advertise. When times are bad you MUST advertise"".

Rethink shrinking/eliminating your #marketing budgets. Current situation means less competition, better #ad prices, etc.

https://t.co/R0xNyO0qk3

#videomarketing #digitalmarketing #coronavirus https://t.co/NXKfXkDEz5",Positive
9325,54277,fedex               she/her,19-03-2020,"update of working in retail during covid-19 and being in a store that will have to stay open

- have been told that if travel is not an issue that iÂm wanted to work 6 days a week with 8-10 hour days if not longer since a lot of staff might have to self isolate",Negative
25623,70575,United States,25-03-2020,Napa Valley Distillery makes free hand sanitizer to help prevent spread of COVID-19. Remember the companies that stepped up during the #Coronavirus pandemic.  https://t.co/cUZ0cp8zH8,Extremely Positive
4378,49330,Montreal,16-03-2020,"Limit your trips to the grocery store once every two weeks. #PhysicalDistancing

#HighRiskCovid19 #Coronavirus #Covid_19 #CoronavirusPandemic #StayTheFHome",Neutral
25612,70564,Earth,25-03-2020,"#COVID?19 protection online in ?? regular prices #RETWEEET to #help
https://t.co/MugEyYD8JZ
#Coronavirus #2019Cov #facemask #coronavirusUSA  #CoronavirusOutbreak #NewsPicks #NetflixTH #Trump #Wuhan #healthy #TrumpVirusCoverup #NewYork #LosAngeles #survivor2020 #StayAtHome #BTC https://t.co/vkNXJQkugz",Neutral
10513,55465,"Dublin/Longford, Ireland",19-03-2020,BREAKING: Aldi calls on the Government to formally designated the grocery retail sector as a 'critical/frontline sectorÂ says the sector should be Âafforded the full resources of the State to ensure it can operate effectivelyÂ.,Positive
18776,63728,,22-03-2020,We re grateful to the scientists working hard to provide to those in need Perhaps we ll see growth from this TP seed,Extremely Positive
44112,89064,Mars since Trump,13-04-2020,Scammers are experts at shifting tactics amp changing their messages to catch you off guard This is especially true as they take advantage of anxieties due to Info on current government imposter scams that are popping up  ,Negative
24511,69463,,25-03-2020,Nike Beats Sales Expectations During Coronavirus Pandemic Due to Rise in Online Shoppers https://t.co/dQ37tFVX4u https://t.co/J9CGG6ftgX,Neutral
32366,77318,"Tennessee, USA",04-04-2020,"@CSojourner And @Publix is refusing 2 allow certain employees (bakery and deli) 2 wear masks!

Not discouraging.  Not refusing 2 supply. Refusing 2 ALLOW even if they can bring their own.

This was their response to me a few days ago and, as far a",Positive
8925,53877,"Dothan, AL",18-03-2020,"Country star Brad Paisley and his wife, Kimberly, are helping to help elderly in their community during the coronavirus outbreak https://t.co/ehHdB9KJup",Positive
7893,52845,"St. Louis, MO",18-03-2020,"The plummeting gas prices are due to a kind of supply-and-demand perfect storm, with an increase in production in Saudi Arabia and Russia partnered with the dramatic decrease in demand caused by the spread of the #coronavirus around the world https://t.co/5hzOchE9OQ",Extremely Positive
11596,56548,,19-03-2020,"People are being herded like cattle in airports, you pass a dozen people per aisle in the grocery store, but forbidding a hairdresser to continue to make their living is what has saved us all from COVID-19?",Positive
27332,72284,"Odessa, TX",26-03-2020,Don t let the covid 19 virus get to you buy the best mask you ll find no doubt HMU for prices  ,Positive
41156,86108,"Idaho, USA",10-04-2020,"Well, I discovered a slight issue with social distancing at the grocery store. Those who aren't practicing the 6ft guideline WILL cut in line and not give a single fuck. #SocialDistancing #COVID?19 #SixFeetApart",Positive
13986,58938,United States,20-03-2020,President &amp; CEO Geoff Cooper @EthanolRFA on industry uncertainty amid COVID-19: ÂI donÂt think anybody knows what that recovery looks like or how long it will take in terms of capacity and utilization.Â https://t.co/TwWgNYtwNd,Neutral
28344,73296,,26-03-2020,"Stop Price Gouging,' 33 Attorneys General Tell Amazon, Walmart, Others

Except drug companies, continue as usual.

#coronavirus #gouging
https://t.co/LY4YCkpTnE",Negative
26617,71569,Mumbai,25-03-2020, Don t Panic  is the message from govt on the availability of food items amidst However the ground reality seems different explains,Negative
25536,70488,South Africa,25-03-2020,Ethics in our food response to Covid-19: A thought-provoking read during this time on ethics in the food industry during the time of #covid19 #foodethics #fairness #respect #community #compassion https://t.co/c7tmH6XbJr https://t.co/IIbcElg9xX,Negative
5691,50643,"St Bonaventure, NY",17-03-2020,"I picked a hell of a time to go back working at a grocery store. When rational, educated, and respected members of the community start buying non-perishable items in bulk with terrified facial expressions, I get an eerie sense that a doomsday scenario isn't far off. #coronavirus",Extremely Negative
18583,63535,"Milton Keynes, England",22-03-2020,My mum came home in tears the other day from work as a cashier at a big supermarket customers were being horrible to her and rude to each other Please be kind for fuck sake,Extremely Negative
35967,80919,"Ditton, South East",07-04-2020,"As we are all practising #SocialDistancing more of our #shopping will be done online. A really simple and FREE way to support us during this difficult time is to sign up to easyfundraising. https://t.co/UuWsHJqXcC
Thank you! https://t.co/O1mKxcgfzZ",Extremely Positive
22145,67097,"Memphis, TN",23-03-2020,A HUGE Thank you to our Service Technicians out there keeping our essential plants and industries up and running smoothly during this uncertain time.  #thankyou  #servicetechnicians  #plastics #chemicals #pharmaceutical #foodprocessing #medical #toiletpaper  #covid19 #coronavirus https://t.co/zeeiIrPMQR,Positive
21671,66623,"At my desk, writing.",23-03-2020,"What's with #panicbuying? 
Is it cyclical? 
1st #toiletpaper, then #pasta, now #eggs. 
Shops round my way hv #ToiletRoll &amp; pasta (not much) but zero eggs. 
Why? 
I finally found eggs, but ain't saying where, for risk of causing a stampede!
#coronavirus #coronavirusuk #covid19UK https://t.co/q1E3fe3Zpt",Extremely Negative
38013,82965,"Denver, CO",08-04-2020,"@MetsDan @KyleClark @drilnfil @MayorHancock @GovofCO @BuckSexton @seanhannity @SenCoryGardner @realDonaldTrump @CDPHE @guypbenson How does this make you feel?
 https://t.co/uufJWyYrf5",Neutral
42964,87916,,12-04-2020,@theallnewjez I was horrified by how lax the social distancing was on Thursday when I went to the supermarket due to people acting like we've already beating COVID-19. I think we could well see a surge in cases and an extension to lockdown as a result. ?,Negative
8795,53747,London,18-03-2020,"""As long as we're not seeing markets I would call out of control, keeping them open is important.""

Financial markets must remain open, despite more #coronavirus turmoil for currencies and share prices, new BoE Governor Andrew Bailey has said https://t.co/Z7ZcDYm5hv
#Covid19UK",Extremely Positive
4357,49309,"Harvest, AL",16-03-2020,I'm beginning to regret not purchasing junk or comfort food when I was at the grocery store Friday morning. #CoronaVirus,Negative
38039,82991,"Cleveland, Ohio",08-04-2020,Interesting take con consumer spending.  The Pandemic Economy: What are Shoppers Buying Online During COVID-19? https://t.co/baLGMeYL98,Positive
18939,63891,"Michigan, USA",22-03-2020,@afluffybirbdurr You can still buy groceries? during a lockdown. You could even be super fancy &amp; ?? your Supermarket to make an appointment during the ??#StayHomeOH order. ?Don't go out &amp; buy? them right NOW. You will be part of the problem &amp; ,Positive
10644,55596,United Kingdom,19-03-2020,Mum and I have decided we will now only shop locally after our awful supermarket experience this morning. We will be happy to spend more because we are not spending anything on going out now. #Coronavirus,Positive
12403,57355,,20-03-2020,Thank you doctors nurses amp other healthcare providers police firefighters EMTs amp 911 dispatchers grocery store workers postal workers broadband phone techs local TV radio broadcasters construction crews those keeping lights on amp water running 19,Positive
9010,53962,,18-03-2020,@HillaryClinton Yet the governor of Illinois still held the primary yesterday. I election judged one of the voters worked at a local grocery store where a man collapsed and tested positive for the covid-19. It took them 3 days to close that store and they,Positive
9322,54274,,19-03-2020,"Anybody else think @Uber should be offering Healthcare Staff free transportation to and from work if/when they need it? 

Seeing as they usually put prices up whenever they feel like it - it'd be nice to see them give something back for a change ??

#coronavirusuk
#coronavirus",Extremely Positive
23477,68429,The Fightin' 717,24-03-2020,Funny how the stock market always does well when they think they re getting a handout my dog is usually very attentive and well behaved when he thinks I m giving him food too,Extremely Positive
9389,54341,SBA and the Dark Abyss,19-03-2020,"Self distancing doesn't work in grocery store line ups. Impossible!
#CoronaVirus #COVOD19",Neutral
20236,65188,LAND OF THE FREE,22-03-2020,"@realDonaldTrump 
@GregAbbott_TX 

FYI !!!

1.) Small towns who have Covid-19 positives ÂmayÂ be reporting a positive BUTÂmay notÂ be reporting where person works or has been &amp; exposed others.  Citing: HIPAA laws

2.) Grocery stores ",Extremely Positive
39562,84514,"Conviva is a global company that is headquartered in Silicon Valley, but operates 24x7 on most of the worldÂs continents.",09-04-2020,"Coronavirus shelter-in-place orders have been in place for less than a month nationally, but consumer media habits are already massively changing.

Thanks to @AlisonWeissbrot and @adexchanger for covering Conviva's COVID-19 Social &amp; Streaming Report.

https://t.co/8iduQVhGMB",Positive
26715,71667,"London, England",25-03-2020,"Hi @BoConceptUK - are you raising your desk prices on purpose?? a desk for Â£899 is now Â£999, Â£1049 or higher - if so, this is considered profiteering and illegal #coronavirus #CoronavirusLockdown https://t.co/xWpWhwCG5X",Extremely Negative
20500,65452,Poland,22-03-2020,"XDDDDD

High Stakes Poker #CoronaVirus #ToiletPaper https://t.co/U6AYvdvmEX via @YouTube",Neutral
16068,61020,"Toronto, Canada",21-03-2020,For now many supermarkets and sellers are avoiding increasing their prices substantially What tools do governments have to prevent them from doing it in future,Negative
19742,64694,"Cheltenham, United Kingdom",22-03-2020,@Peston The ÂpartnersÂ are being forced to join all supermarket staff being put at risk because numbers in food stores are not being restricted to control potential transfer of Covid-19. Needs more thought if closure of empty JL stores is really to prot,Negative
35878,80830,"Los Angeles, CA",07-04-2020,"Breaking in the outbreak: Five #realestate firms reeling from the #coronavirus include pay-cuts, layoffs, furloughs, &amp; plummeting stock prices. Even @WeWork co-founder &amp; former CEO #AdamNeumann could lose $970M. Back to the Kibbutz for him. via @trdsocal  https://t.co/PJyVzNBtbw",Extremely Negative
36775,81727,"Maryland, USA",07-04-2020,I found the toilet paper! #toiletpaper #coronavirus #physicaldistancing #ftw @ Harris Teeter https://t.co/dyhUIkJuSg,Neutral
8310,53262,,18-03-2020,"With the new #Coronavirus #COVID2019 situation, shouldnÂt all online platforms, ranging from #shopping, #design, etc know better not to send lo o on g emails? Especially @Google !! Can we cut to the chase and just summarise or break it down? Does any one even read all of this?",Positive
15858,60810,,21-03-2020,We ve got breaking news tonight from out of Los Angeles Working long hours at great risk of exposure thousands of grocery store workers are being recognized as essential with hazard pay during,Positive
35863,80815,Los Angeles / Ventura County,07-04-2020,"Whoa! Hadn't heard about this until now.

 @amazon will delay its annual #PrimeDay online shopping extravaganza until at least August due to the #coronavirus pandemic, reports @Reuters:  https://t.co/S3JBhtct5i",Negative
39457,84409,Las Vegas,09-04-2020,"What else to do except relieve some stress with some Corona virus humor. Thankfully the US post office is still open so we can still ship our products. 
#coronavirus #humor #jokes #cinnamontea #cinnamonoil #toiletroll #toiletpaper https://t.co/QuXGAn0WCT",Positive
22561,67513,London,23-03-2020,Currently 17701 in @Ocado queue. So much for #Boris telling us to make use of online shopping. IÂm lucky. I can go to the supermarket. What about all those vulnerable people who are stuck at home? There has to be a better way. #coronavirus #StayAtHomeSaveLives #onlineshopping,Positive
20043,64995,"Mascate, ????? ????",22-03-2020,"How was it we said PANDEMY and you understood FAMINE? ?????

PLEASE stop panicking, don't be selfish arseholes and give everybody a break ?

Also, big THANKS to Suppliers, Drivers and Supermarket Staff, you rock! ????  

#Covid_19 #CovidUK #coronavirusuk ?? https://t.co/3O7CMJ77Fm",Negative
38476,83428,"Manchester, England",08-04-2020,"Click here https://t.co/jAeaNRDjT3 for a brilliant read of the new report from @LoopMe on understanding consumer behaviour during COVID-19 looking into growth in media consumption, device usage and travel aspirations #ExpectMore #Advertising #Marketing #Covid19",Extremely Positive
33122,78074,,05-04-2020,"Sooo.. my thoughts. I'm single, I think my next date will be at the grocery store. Only place being with strangers are acceptable. ?? So as to keep with 6ft rule. New meaning to ""clean up on aisle 3"" #SocialDistancing #LockdownCanada #supermarketdating 
#Covid_19 #day17",Extremely Positive
15489,60441,New Delhi,20-03-2020,"Covid-19: As Hyderabad firms log into WFH, rent &amp; prices of laptops, computers soar 

https://t.co/Mu3H0G1fB5 via @TOIHyderabad 

#CautionYesPanicNo

#COVID19India
#CoronavirusOutbreak
#CoronavirusUpdates https://t.co/qFqDtCgOGy",Neutral
12380,57332,she/her,19-03-2020,day 7 of quarantine..... got extra cute to go to the grocery store in hopes of a COVID-19 meet cute in the empty bread aisle...Â..,Extremely Positive
13779,58731,,20-03-2020,"Coronavirus update on food shortages, supply chain, preparedness and the stock market.
 https://t.co/JpGMR5HcSc #Coronavirus #COVID19 #COVID #pandemic #supplychain",Negative
8631,53583,"Des Moines, Iowa",18-03-2020,"My story on another aspect of COVID-19: Food banks face virus dilemma: More demand, fewer volunteers https://t.co/LS0g86i8PU https://t.co/oFVkejfF23",Negative
23693,68645,"Lahore, Pakistan",24-03-2020,"PM Imran Khan today announced Rs 1200 billion Economic Relief and stimulus Package.
The package includes utility bills being deferred for lower income groups, principal &amp; interest for businesses, &amp; reduction in fuel prices.
#PMIK ????????
#CoronaVirusUpdates
#Covid_19 https://t.co/TP1u9FBR6d",Positive
44802,89754,Oklahoma Citty area,14-04-2020,Hey what is the reson this got started im confused about covet 19 what is it i saw awol lead singer in a grocery store in near saint Gregory abbey in Tucumsa Oklahoma these people are not from around Oklahoma or America some reason strange  #Coronavirus,Extremely Negative
30771,75723,"Immokalee, FL",02-04-2020,"#CoronavirusRecipes

Experts recommend keeping a 2-week supply of #food on hand at all times. Due to the #coronavirus #COVID19 pandemic, people are beginning to stock up, but that requires a strategy &amp; pantry space.

Read more in @epicurious: 
https://t.co/29aLdr1dqz",Positive
39012,83964,,08-04-2020,"@DiamondandSilk Black people are dying at a higher rate from COVID-19 than any other group. Trump rolled back Obama fuel economy rule, increasing emissions during a climate crisis, and during a respiratory virus pandemic, no less. SHAME ON YOU! https://t.",Extremely Negative
16013,60965,"Nairobi, Kenya",21-03-2020,As the Covid 19 virus continues to shake the foundations of most businesses Amazon the online shopping platform is reporting a massive increase in online orders The firm will be hiring 100 000 more staff for their warehouses to meet demand for their orders,Positive
34692,79644,Philippines,06-04-2020,People in expected higher inflation for goods amp services in the wake of the Tohoku earthquake in March 2011 they expect lower inflation in response to the shock analysis compares consumption amp price responses to a big shock,Extremely Negative
33008,77960,Scotland,05-04-2020,"IÂm going to go for the full Mandalorian outfit next time I go to the supermarket, at the rate all these day trip eejits seem intent on spreading it. #coronavirus #lockdown https://t.co/9T2lYslhMT",Neutral
28523,73475,"Cleveland, Ohio",27-03-2020,"Woman claims sheÂs ill, intentionally coughs on Pa. grocery storeÂs food, police say https://t.co/unVoamigsz #pennsylvania #coronavirus",Negative
27215,72167,Japan,26-03-2020,"A sweaty employee of a supermarket in #Tokyo's #Shinjuku ward told me that the employees had trouble keeping the shelves filled today

As #coronavirus cases surge, Tokyo Governor Koike last night asked residents to stay indoors this weekend

A warning taken seriously it appears https://t.co/kxAW90lm23",Extremely Negative
8869,53821,United States,18-03-2020,"Made a trip to the feed store to stock up on chicken feed. I did have to run into the the grocery for some avacados and bread crumbs. If the grid should ever go down, humanity is screwed. Your frozen pizzas will be toast. Learn to cook! #Covid_19",Negative
38369,83321,"Cabin John, MD",08-04-2020,"...that big of a sacrifice.  Think, instead, of the many heroes (medical pros, first responders, grocery store clerks, garbage collectors) who treat the infected and keep society going.

I lift these people up in praise and prayers.

#coronavirus #CoronaHeroes #grateful

(2/2)",Extremely Positive
29687,74639,,01-04-2020,"@MikeDeWine In light of the Covid-19 virus, and the fact that almost everyone keeps going out, I would ask for the assistance of food stamps to every Ohio family, 2 months worth, to allow people to go to the store (designate days to go) stock up on food a",Positive
4004,48956,,16-03-2020,"With the increasingly global spread of COVID-19, the masses are beginning to panic and grocery stores are becoming increasingly chaotic. The animalistic nature of survival has kicked in and individuals are starting to hoard supplies.

#cct320

https://t.co/yQvCkAz4r4",Extremely Negative
33691,78643,"London, England",06-04-2020,One of the most stressful things about #SocialDistancing is when youÂre on your way to the supermarket &amp; you need to overtake someone but the path is less than 2m wide &amp; there are cars on the road so you have to quickly shuffle/run past them &amp; apologise whilst holding your breath,Positive
37860,82812,United States,08-04-2020,Our farmers grocery store employees truck drivers and warehouse operators have shown incredible determination as we fight the spread of COVID 19 Thank you for keeping our shelves stocked and putting food on our tables during these challenging times,Positive
44569,89521,San Francisco,13-04-2020,"Consumer investors report that it is not all gloom and doom in their portfolios. Some are seeing certain portfolio companies experiencing growth they would have never predicted: 

#VentureCapital 
https://t.co/senhZu8Q96",Extremely Positive
32703,77655,"New York, NY",05-04-2020,U.S. stock futures fell Sunday as MondayÂs OPEC meeting gets delayed and U.K. Prime Minister Boris Johnson is hospitalized with Covid-19. https://t.co/YJzpZMclS5,Negative
32818,77770,"Westminster, London",05-04-2020,"NEW The Government will ban exercise under the lockdown if people keep flouting the rules by sunbathing/socialising/ sitting on benches, Matt Hancock says.
He tells #Marr that ""if you don't want us to ban exercise then you have got"" to follow the rules. #coronavirus",Extremely Negative
43353,88305,Earth,13-04-2020,Add this to the long list of damning stories about handling of Florida s response Our Governor is a carnival barker hawking ineffective remedies that will increase illness and death FL is being harmed by this guy,Extremely Negative
42616,87568,"New York, NY",12-04-2020,"Artnaturals Alcohol Based Hand Sanitizer Gel (1 Pack 8 Fl Oz / 236ml) Infused with Jojoba Oil, Alovera Gel &amp; Vitamin E
 https://t.co/d7Zqn48Lxc via @amazon

#COVID2019 #Covid_19 #COVID?19 #COVID19 #COVID__19 #coronavirus #facemask #corona  #StayHome #StaySafe #StayHomeStaySafe https://t.co/CexsEtQQvl",Extremely Positive
15532,60484,Kathmandu,20-03-2020,I havenÂt seen this big queues in grocery section of Bhat Bhateni Supermarket in Thimi since it opened! Not even in #Dashain festival! #coronavirus,Negative
39135,84087,Sth Gippsland,09-04-2020,We ve got a range of measures to support our customers through this tough time As a start we have frozen all residential and small business prices until 30 June 2020 See what else we re doing to support our customers and community during this time,Positive
17878,62830,"Mid Yell, Scotland",21-03-2020,"Out of food, had to risk the supermarket, no one still has a clue, all just mimbling about as if it was a great lark, no social distancing, people look at you weird when you do. One bloke in a mask though, good effort.#Covid_19",Positive
8506,53458,DC-ish,18-03-2020,"question for @curefinder and the panel joining @ChrisJansing 

What extra precautions do we need to take when grocery shopping? We can't realistically wipe down loaves of bread or every box/can of food. Any advice to calm frazzled nerves? 

#MSNBC #coronavirus @MSNBC https://t.co/d8JwSkGW53",Positive
14595,59547,"London, Ontario",20-03-2020,@Conrguy @soylentbeige @jaketapper And hereÂs a link to the supermarket I am referring to so as to be ÂspecificÂ https://t.co/pkZTzK3Pfi,Neutral
37930,82882,Stokholm  Sweden  | ,08-04-2020,frontline workers worldwide are facing a shortage of masks sanitizer amp things they need to fight We re assisting govts to source supplies such as masks equipment food gloves amp sanitizer,Negative
41333,86285,"Raleigh, NC",10-04-2020,"@MMAglobal has launched a COVID-19 Marketer Support Hub. It includes tools for managing remote teams, crisis guidance, marketing and advertising best practices, current consumer trends, and a few lighter moments to help you get through. https://t.co/2xANa",Extremely Positive
31437,76389,"Nashville, TN",03-04-2020,"I have my dogÂs food, which is a special diet, on auto ship. Instead of hoarding &amp; ordering more in the COVID-19 panic, I decided to trust my auto ship. Thanks, guys. Now my dog doesnÂt have food and I have to go out and buy replacement food.",Extremely Positive
13598,58550,"Salford, England",20-03-2020,"This virus really has highlighted the sheer stupidity, greed and selfishness of people. In the UK and the US in particular. Panic buying whilst the elderly and vulnerable get nothing. Why? There will still be food and you will still be able to go shopping. Morons #coronavirus",Extremely Negative
19722,64674,The World!,22-03-2020,Supermarket In Denmark Comes Up With A Brilliant Pricing Trick To Stop Hand Sanitizer Hoarding | Bored Panda - #coronavirus  https://t.co/A4CyxEmL3p,Positive
21803,66755,"Cincinnati, OH",23-03-2020,"Consumers are stocking up on personal care items while makeup ranked relatively low on the list. However, searches for nail kits are up as focus shifts to optimizing at-home experiences. #Covid19 Impacts Search and Changes Consumer Behavior - BeautyMatter https://t.co/DmTvHWAgR5 https://t.co/4PSP4zhwR8",Extremely Positive
8635,53587,SoCal via SLC,18-03-2020,"At Sagacity Financial our logo demonstrates our ability to think outside the box. With that in mind, here's a tip to stay safe during the #Coronavirus. When you go to the grocery store useÂ https://t.co/3fzsJpwnrD",Extremely Positive
11083,56035,"Hartley Wintney, Hampshire",19-03-2020,"Please, please can we STOP PANIC BUYING. It serves no purpose other than to create more PANIC BUYING. Supermarket supply chains are unaffected by covid-19. The elderly and the vulnerable are the ones who are suffering, or those with specific allergies to gluten, lactose etc.",Extremely Negative
17256,62208,,21-03-2020,Just went grocery shopping in downtown Vancouver on a Saturday afternoon during this 19 pandemic The store was busy But they limited the amount of people allowed inside and have limits on the amount of some items you can buy I was shocked at how stocked it was,Extremely Negative
